;Quận;Huyện;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Số  ngủ;Diện tích;Dài;Rộng;Giá/m2
78653;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;3;37 m²;9 m;4 m;87,84
78654;Quận Đống Đa;Phường Ô Chợ Dừa;3;4;NaN;6;38 m²;NaN;5 m;64,74
78663;Quận Hai Bà Trưng;Phường Thanh Lương;3;4;NaN;6;42 m²;NaN;4 m;77,38
78665;Quận Hai Bà Trưng;Phường Minh Khai;3;1;NaN;2;8 m²;4 m;3 m;137,5
78666;Quận Đống Đa;Phường Láng Thượng;3;1;6;9;55 m²;13.75 m;4 m;120
78667;Quận Hà Đông;Phường Yên Nghĩa;3;4;NaN;4;40 m²;16 m;2 m;50
78672;Quận Thanh Xuân;Phường Nhân Chính;3;1;NaN;6;64 m²;10 m;NaN;87,5
78674;Quận Cầu Giấy;Phường Mai Dịch;2;1;4;3;67 m²;5 m;4 m;100
78675;Quận Cầu Giấy;Phường Quan Hoa;3;1;NaN;10;50 m²;NaN;8 m;90
78678;Quận Hoàng Mai;Phường Tân Mai;2;1;7;7;190 m²;31.5 m;6 m;135,79
78679;Quận Hà Đông;Phường Phúc La;2;1;5;4;117 m²;15 m;7.8 m;128,21
78680;Quận Đống Đa;Phường Thổ Quan;3;1;4;4;30 m²;NaN;3 m;88,33
78683;Quận Hoàng Mai;Phường Đại Kim;3;1;5;4;30 m²;6 m;5 m;85
78687;Quận Đống Đa;Phường Khương Thượng;3;4;NaN;4;38 m²;10 m;4 m;105,26
78690;Quận Hà Đông;Phường Dương Nội;3;1;4;2;38 m²;NaN;4 m;49,21
78694;Quận Thanh Xuân;Phường Khương Đình;3;1;5;3;43 m²;10 m;4 m;60,47
78695;Quận Đống Đa;Phường Hàng Bột;2;1;7;5;70 m²;NaN;3.6 m;165,71
78699;Quận Thanh Xuân;Phường Khương Đình;3;1;5;4;32 m²;NaN;10 m;118,75
78701;Quận Đống Đa;Phường Khâm Thiên;3;4;NaN;3;36 m²;9 m;4 m;88,89
78703;Quận Hà Đông;Phường Mộ Lao;3;1;5;4;35 m²;9 m;4 m;72,86
78708;Quận Đống Đa;Phường Trung Tự;3;1;5;4;36 m²;6 m;6 m;110,56
78712;Quận Hoàng Mai;Phường Yên Sở;3;1;4;4;45 m²;14.2 m;3.5 m;77,33
78713;Quận Hoàng Mai;Phường Tân Mai;2;1;NaN;6;55 m²;NaN;4 m;312,73
78716;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;1;6;6;51 m²;NaN;4 m;45,1
78717;Quận Đống Đa;Phường Trung Tự;3;4;NaN;3;36 m²;NaN;4 m;108,33
78722;Quận Đống Đa;Phường Quang Trung;3;1;4;3;33 m²;10 m;3 m;106,06
78723;Quận Đống Đa;Phường Láng Hạ;3;4;4;3;40 m²;NaN;4 m;117,5
78725;Quận Hà Đông;Phường Phúc La;3;1;5;7;46 m²;14 m;3 m;97,83
78732;Quận Đống Đa;Phường Trung Phụng;3;4;4;4;26 m²;4 m;NaN;73,08
78734;Quận Đống Đa;Phường Trung Tự;3;4;NaN;4;52 m²;NaN;4 m;76,92
78735;Quận Nam Từ Liêm;Phường Mỹ Đình 1;3;1;5;5;42 m²;NaN;4.5 m;150
78743;Quận Hai Bà Trưng;Phường Bùi Thị Xuân;3;1;NaN;2;40 m²;10 m;4 m;87,5
78745;Quận Hoàng Mai;Phường Lĩnh Nam;2;1;NaN;3;34 m²;NaN;4 m;85,29
78746;Quận Đống Đa;Phường Trung Tự;3;4;NaN;3;35 m²;NaN;4 m;104,29
78751;Quận Nam Từ Liêm;Phường Mỹ Đình 2;3;1;2;7;66 m²;15 m;4 m;53,03
78752;Quận Hai Bà Trưng;Phường Bách Khoa;3;1;NaN;3;47 m²;NaN;4 m;65,96
78754;Quận Hà Đông;Phường Văn Quán;3;1;3;3;42 m²;NaN;8 m;71,43
78755;Quận Thanh Xuân;Phường Khương Đình;3;1;5;4;33 m²;NaN;4 m;78,79
78756;Quận Thanh Xuân;Phường Khương Mai;2;1;4;4;48 m²;9 m;6 m;295,83
78761;Quận Đống Đa;Phường Trung Liệt;3;4;5;5;22 m²;NaN;2 m;114,55
78762;Quận Ba Đình;Phường Cống Vị;3;1;NaN;2;25 m²;NaN;25 m;74,4
78766;Quận Bắc Từ Liêm;Phường Xuân Đỉnh;3;1;5;4;42 m²;NaN;4 m;88,1
78769;Quận Đống Đa;Phường Trung Tự;3;4;NaN;4;40 m²;NaN;4 m;88,75
78770;Quận Ba Đình;Phường Ngọc Hà;3;1;3;2;32 m²;8 m;4 m;103,13
78771;Quận Cầu Giấy;Phường Dịch Vọng;2;1;5;10;30 m²;7.5 m;4 m;300
78774;Quận Hai Bà Trưng;Phường Trương Định;3;1;5;3;38 m²;9 m;4 m;86,84
78775;Quận Đống Đa;Phường Trung Tự;3;4;NaN;4;50 m²;NaN;4 m;82
78781;Quận Cầu Giấy;Phường Dịch Vọng;3;1;5;5;40 m²;NaN;6 m;105
78783;Quận Ba Đình;Phường Cống Vị;3;1;3;2;20 m²;8 m;3 m;93
78785;Quận Đống Đa;Phường Cát Linh;3;1;5;3;30 m²;5 m;6 m;91,67
78787;Quận Hà Đông;Phường Mộ Lao;3;1;4;4;40 m²;NaN;3.5 m;85
78791;Quận Cầu Giấy;Phường Mai Dịch;3;1;4;4;70 m²;NaN;4.3 m;225,71
78792;Quận Đống Đa;Phường Khâm Thiên;3;4;4;4;21 m²;NaN;3 m;110,48
78793;Quận Hoàng Mai;Phường Định Công;3;3;NaN;2;28 m²;7 m;3 m;44,64
78795;Quận Hoàng Mai;Phường Yên Sở;3;1;NaN;3;30 m²;7 m;4 m;66,67
78796;Quận Hà Đông;Phường Văn Quán;3;1;NaN;4;35 m²;NaN;6 m;85,71
78805;Quận Tây Hồ;Phường Yên Phụ;3;4;NaN;5;32 m²;NaN;4 m;104,17
78811;Quận Cầu Giấy;Phường Mai Dịch;3;1;5;5;38 m²;10 m;3 m;88,16
78818;Quận Đống Đa;Phường Ngã Tư Sở;3;1;4;6;50 m²;NaN;5 m;116
78820;Quận Ba Đình;Phường Nguyễn Trung Trực;2;1;NaN;3;48 m²;12 m;4 m;358,33
78825;Quận Hai Bà Trưng;Phường Bạch Đằng;3;1;3;4;24 m²;6 m;4 m;68,75
78829;Quận Thanh Xuân;Phường Khương Trung;3;1;NaN;5;38 m²;NaN;4 m;109,21
78835;Quận Cầu Giấy;Phường Yên Hoà;3;1;4;5;35 m²;7 m;5 m;92,86
78836;Huyện Thanh Oai;Xã Cự Khê;3;1;3;3;30 m²;10 m;3 m;46,33
78838;Quận Hoàng Mai;Phường Tương Mai;3;1;4;3;56 m²;14 m;4 m;70,54
78842;Quận Đống Đa;Phường Trung Liệt;3;1;5;6;50 m²;12 m;4 m;97
78845;Quận Hà Đông;Phường Văn Quán;3;1;NaN;4;35 m²;NaN;6 m;85,71
78846;Quận Thanh Xuân;Phường Khương Trung;3;1;4;4;45 m²;10 m;4 m;160
78847;Quận Long Biên;Phường Bồ Đề;2;4;NaN;3;50 m²;12.5 m;4 m;110
78850;Huyện Gia Lâm;Xã Đặng Xá;3;1;1;2;48 m²;5 m;4 m;26
78852;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;4;3;38 m²;7 m;5 m;150
78854;Quận Hoàng Mai;Phường Tương Mai;2;1;7;8;183 m²;37 m;5 m;144,81
78857;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;1;5;3;29 m²;4 m;6 m;79,31
78863;Quận Đống Đa;Phường Khương Thượng;3;1;5;4;61 m²;12 m;4 m;93,44
78869;Quận Thanh Xuân;Phường Thanh Xuân Nam;3;1;5;3;30 m²;8 m;3.9 m;83,33
78870;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;4;50 m²;NaN;3 m;93,6
78872;Huyện Hoài Đức;Thị trấn Trạm Trôi;1;1;5;6;350 m²;26 m;14 m;28,57
78882;Quận Đống Đa;Phường Hàng Bột;3;4;5;5;24 m²;NaN;3.21 m;116,67
78883;Quận Hoàng Mai;Phường Giáp Bát;2;1;1;1;75 m²;10 m;7 m;136
78888;Quận Thanh Xuân;Phường Thanh Xuân Bắc;2;1;3;3;44 m²;NaN;4 m;154,55
78894;Quận Cầu Giấy;Phường Yên Hoà;3;1;4;4;50 m²;12 m;4 m;79,98
78899;Quận Hà Đông;Phường Phú La;2;1;NaN;4;90 m²;NaN;4.5 m;83,33
78902;Quận Hai Bà Trưng;Phường Đồng Nhân;3;4;NaN;3;16 m²;6 m;3 m;63,75
78903;Quận Nam Từ Liêm;Phường Mỹ Đình 2;2;4;NaN;5;67 m²;NaN;5 m;101,49
78905;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;5;5;68 m²;21.9 m;3.1 m;67,65
78906;Quận Long Biên;Phường Phúc Đồng;3;1;4;5;90 m²;NaN;4 m;57,78
78908;Quận Nam Từ Liêm;Phường Trung Văn;2;1;4;4;58 m²;13 m;4 m;115,52
78909;Quận Long Biên;Phường Ngọc Lâm;3;4;NaN;3;44 m²;4 m;9 m;72,73
78911;Quận Hà Đông;Phường Nguyễn Trãi;3;4;NaN;2;58 m²;NaN;4.6 m;70
78912;Huyện Thanh Trì;Thị trấn Văn Điển;3;1;NaN;4;38 m²;10 m;38 m;52,63
78914;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;2;42 m²;8 m;5 m;52,38
78916;Quận Hoàng Mai;Phường Định Công;3;1;4;3;40 m²;NaN;5 m;65
78917;Quận Hoàng Mai;Phường Thanh Trì;2;1;NaN;4;30 m²;11 m;5 m;63,33
78918;Quận Thanh Xuân;Phường Khương Trung;2;1;NaN;4;61 m²;18 m;3 m;67,21
78920;Quận Ba Đình;Phường Cống Vị;3;1;5;3;43 m²;NaN;4 m;98,84
78921;Huyện Thanh Trì;Xã Tân Triều;3;1;NaN;3;35 m²;NaN;43 m;85,14
78927;Quận Tây Hồ;Phường Xuân La;3;1;4;4;120 m²;NaN;7 m;66,67
78928;Quận Đống Đa;Phường Thổ Quan;2;1;6;5;170 m²;NaN;5.5 m;311,76
78930;Quận Hà Đông;Phường La Khê;3;1;NaN;3;25 m²;8 m;3 m;70
78933;Quận Long Biên;Phường Long Biên;3;1;5;4;40 m²;NaN;4 m;75
78935;Quận Nam Từ Liêm;Phường Mỹ Đình 2;2;1;5;5;90 m²;NaN;6 m;172,22
78936;Quận Ba Đình;Phường Kim Mã;2;1;4;4;85 m²;NaN;6.5 m;211,76
78937;Quận Hoàng Mai;Phường Tương Mai;3;1;5;4;35 m²;NaN;4 m;94,29
78938;Quận Đống Đa;Phường Láng Hạ;2;1;8;10;105 m²;NaN;6 m;190,48
78940;Quận Thanh Xuân;Phường Nhân Chính;3;4;NaN;5;44 m²;NaN;4 m;84,09
78946;Quận Đống Đa;Phường Láng Thượng;3;1;NaN;4;75 m²;18 m;4 m;106,67
78950;Quận Hoàn Kiếm;Phường Chương Dương;3;1;5;4;38 m²;NaN;4 m;126,32
78957;Quận Hoàng Mai;Phường Vĩnh Hưng;3;4;NaN;3;31 m²;NaN;4 m;53,23
78958;Quận Hà Đông;Phường Nguyễn Trãi;2;4;NaN;4;85 m²;NaN;43 m;305,88
78959;Quận Thanh Xuân;Phường Thượng Đình;3;1;5;6;40 m²;NaN;38 m;92,5
78960;Quận Đống Đa;Phường Phương Mai;2;1;NaN;4;40 m²;12 m;3 m;50
78962;Quận Đống Đa;Phường Hàng Bột;3;1;4;3;35 m²;10 m;3 m;79,71
78964;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;1;4;3;36 m²;NaN;6 m;170,83
78965;Quận Long Biên;Phường Ngọc Thụy;3;4;NaN;2;30 m²;NaN;5 m;66,67
78966;Quận Đống Đa;Phường Phương Mai;2;4;NaN;4;30 m²;10 m;3 m;100
78968;Quận Đống Đa;Phường Trung Liệt;2;1;5;8;92 m²;NaN;6.5 m;206,52
78970;Quận Hoàng Mai;Phường Tân Mai;3;1;5;3;30 m²;NaN;3 m;95
78971;Quận Hoàng Mai;Phường Thịnh Liệt;3;4;NaN;2;30 m²;NaN;4 m;53,33
78972;Quận Thanh Xuân;Phường Nhân Chính;3;1;3;3;30 m²;8 m;4 m;73,33
78975;Quận Ba Đình;Phường Cống Vị;3;1;3;2;18 m²;7 m;3 m;102,78
78979;Quận Cầu Giấy;Phường Trung Hoà;3;1;NaN;6;45 m²;11 m;4 m;106,67
78985;Quận Hoàng Mai;Phường Đại Kim;3;1;5;3;30 m²;6 m;5 m;85
78986;Quận Long Biên;Phường Phúc Đồng;2;4;NaN;4;161 m²;26 m;6 m;60,25
78989;Quận Cầu Giấy;Phường Nghĩa Đô;4;1;NaN;4;70 m²;12 m;6 m;164,29
78990;Quận Hai Bà Trưng;Phường Quỳnh Lôi;2;1;8;10;140 m²;23 m;6 m;235,71
78991;Quận Hai Bà Trưng;Phường Đống Mác;3;1;5;4;34 m²;NaN;4 m;104,41
78993;Quận Đống Đa;Phường Thịnh Quang;3;1;NaN;6;55 m²;11 m;5 m;218,18
78995;Quận Hoàn Kiếm;Phường Chương Dương;2;1;NaN;6;55 m²;13 m;4 m;290,91
78996;Quận Hà Đông;Phường Mộ Lao;3;1;NaN;6;30 m²;6 m;5 m;88,33
78998;Quận Thanh Xuân;Phường Nhân Chính;3;1;5;3;35 m²;NaN;4 m;77,14
79001;Quận Đống Đa;Phường Quang Trung;3;1;1;2;38 m²;9 m;4 m;94,74
79002;Quận Tây Hồ;Phường Nhật Tân;2;1;5;8;75 m²;NaN;5 m;164
79003;Quận Thanh Xuân;Phường Kim Giang;3;1;4;4;35 m²;NaN;41 m;102,86
79004;Quận Hai Bà Trưng;Phường Phố Huế;3;1;4;4;40 m²;NaN;3.8 m;195
79005;Quận Thanh Xuân;Phường Khương Mai;4;1;4;3;50 m²;NaN;4 m;106
79007;Quận Đống Đa;Phường Quang Trung;3;4;NaN;2;35 m²;5 m;7 m;65,71
79008;Quận Cầu Giấy;Phường Nghĩa Đô;1;1;5;4;55 m²;11 m;5 m;163,64
79009;Quận Tây Hồ;Phường Bưởi;2;1;5;7;50 m²;NaN;4 m;260
79010;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;1;52 m²;NaN;3 m;55,77
79012;Quận Đống Đa;Phường Văn Chương;3;1;NaN;2;26 m²;8 m;3 m;59,62
79013;Quận Tây Hồ;Phường Phú Thượng;3;1;5;3;57 m²;13 m;4 m;91,23
79014;Quận Long Biên;Phường Bồ Đề;3;1;4;4;70 m²;17 m;4 m;61,43
79016;Quận Ba Đình;Phường Quán Thánh;3;1;4;4;62 m²;NaN;8 m;132,26
79017;Quận Thanh Xuân;Phường Khương Trung;3;1;5;4;38 m²;NaN;4 m;109,21
79018;Quận Đống Đa;Phường Trung Phụng;3;4;4;4;34 m²;NaN;3 m;76,47
79021;Quận Hoàng Mai;Phường Hoàng Liệt;3;1;2;2;30 m²;NaN;4 m;61,67
79023;Quận Long Biên;Phường Sài Đồng;2;1;NaN;6;41 m²;13 m;3 m;97,56
79024;Quận Tây Hồ;Phường Bưởi;3;1;4;4;45 m²;NaN;4 m;95,56
79026;Quận Bắc Từ Liêm;Phường Cổ Nhuế 1;3;1;7;5;45 m²;NaN;10 m;293,33
79027;Quận Cầu Giấy;Phường Dịch Vọng;3;1;5;3;32 m²;8 m;4 m;115,63
79028;Quận Thanh Xuân;Phường Thanh Xuân Trung;3;4;NaN;4;65 m²;16 m;4 m;97,69
79029;Quận Cầu Giấy;Phường Nghĩa Đô;3;4;NaN;3;47 m²;8 m;57 m;63,83
79030;Quận Long Biên;Phường Gia Thụy;3;1;3;3;57 m²;NaN;18 m;219,3
79031;Quận Đống Đa;Phường Trung Tự;3;1;3;3;31 m²;NaN;6 m;82,26
79035;Quận Hoàng Mai;Phường Thanh Trì;2;1;5;3;30 m²;5 m;6 m;88,33
79036;Quận Đống Đa;Phường Láng Thượng;2;1;6;7;96 m²;NaN;6 m;187,5
79039;Huyện Gia Lâm;Xã Yên Viên;2;1;NaN;2;120 m²;22 m;5 m;58
79040;Quận Đống Đa;Phường Kim Liên;3;1;5;4;40 m²;9 m;4 m;185
79041;Quận Hai Bà Trưng;Phường Vĩnh Tuy;2;1;6;6;44 m²;NaN;6 m;193,18
79045;Quận Đống Đa;Phường Thịnh Quang;3;1;4;4;35 m²;NaN;3.7 m;108,57
79050;Quận Cầu Giấy;Phường Dịch Vọng;3;4;NaN;4;54 m²;NaN;5.4 m;64,81
79062;Quận Đống Đa;Phường Thịnh Quang;3;4;NaN;4;43 m²;NaN;8 m;134,88
79066;Quận Ba Đình;Phường Cống Vị;3;1;3;2;18 m²;NaN;2.6 m;103,33
79067;Huyện Thanh Trì;Xã Tân Triều;3;1;5;3;25 m²;8 m;3.2 m;84
79069;Quận Đống Đa;Phường Thổ Quan;3;1;4;4;35 m²;10 m;NaN;82,86
79071;Quận Long Biên;Phường Thượng Thanh;3;1;NaN;4;40 m²;NaN;5 m;49,5
79073;Quận Hoàng Mai;Phường Tân Mai;3;1;NaN;4;35 m²;NaN;4 m;77,14
79075;Quận Hoàng Mai;Phường Thịnh Liệt;3;4;NaN;3;75 m²;NaN;4.1 m;49,33
79076;Quận Hai Bà Trưng;Phường Minh Khai;3;1;1;2;48 m²;NaN;3.6 m;41,67
79077;Quận Hà Đông;Phường Kiến Hưng;3;1;4;5;33 m²;105 m;32 m;48,48
79078;Quận Thanh Xuân;Phường Nhân Chính;3;1;5;6;40 m²;10 m;4 m;92,5
79079;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;5;4;35 m²;NaN;5 m;91,43
79081;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;5;4;35 m²;NaN;5 m;91,43
79083;Quận Hoàn Kiếm;Phường Trần Hưng Đạo;3;4;NaN;3;17 m²;6 m;3.5 m;194,12
79087;Quận Đống Đa;Phường Kim Liên;3;1;5;4;36 m²;10 m;3.6 m;127,78
79089;Quận Thanh Xuân;Phường Nhân Chính;2;1;7;10;150 m²;21 m;7 m;166,67
79092;Quận Hoàn Kiếm;Phường Cửa Nam;3;1;1;1;19 m²;NaN;3 m;105,26
79094;Quận Đống Đa;Phường Trung Phụng;3;1;3;3;21 m²;NaN;2.5 m;100
79095;Quận Đống Đa;Phường Nam Đồng;3;1;NaN;4;45 m²;11 m;4 m;85,56
79096;Quận Hà Đông;Phường Hà Cầu;3;4;NaN;5;53 m²;14 m;4 m;66,98
79098;Quận Long Biên;Phường Ngọc Lâm;3;4;NaN;3;74 m²;NaN;4.3 m;140,54
79100;Quận Long Biên;Phường Bồ Đề;2;1;5;5;45 m²;12 m;4 m;160
79102;Quận Đống Đa;Phường Láng Hạ;3;1;5;5;50 m²;NaN;5 m;214
79103;Quận Cầu Giấy;Phường Nghĩa Đô;3;1;4;3;32 m²;NaN;3 m;93,75
79106;Quận Nam Từ Liêm;Phường Cầu Diễn;3;1;5;3;30 m²;8 m;3 m;110
79108;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;NaN;2;34 m²;NaN;5 m;67,65
79109;Quận Ba Đình;Phường Liễu Giai;3;1;NaN;5;40 m²;10 m;4 m;132,5
79111;Quận Cầu Giấy;Phường Quan Hoa;1;1;5;4;50 m²;6.8 m;7.4 m;132
79113;Quận Hai Bà Trưng;Phường Bách Khoa;3;1;NaN;3;77 m²;NaN;515 m;142,86
79114;Quận Long Biên;Phường Thạch Bàn;3;1;4;5;46 m²;10 m;5 m;69,57
79116;Quận Cầu Giấy;Phường Dịch Vọng;3;1;5;4;60 m²;NaN;3 m;75
79117;Quận Thanh Xuân;Phường Khương Đình;3;1;NaN;3;33 m²;9 m;4 m;87,88
79118;Quận Thanh Xuân;Phường Khương Trung;3;1;5;4;32 m²;8 m;4 m;103,13
79119;Quận Long Biên;Phường Bồ Đề;3;1;4;3;60 m²;NaN;9 m;58,33
79120;Quận Đống Đa;Phường Láng Hạ;4;1;4;4;53 m²;NaN;4 m;107,55
79121;Quận Hà Đông;Phường Hà Cầu;2;1;3;2;50 m²;12 m;4 m;104
79122;Quận Long Biên;Phường Long Biên;3;4;NaN;4;48 m²;NaN;5 m;135,42
79123;Quận Đống Đa;Phường Ngã Tư Sở;3;1;NaN;3;35 m²;9 m;4 m;81,43
79124;Quận Hoàng Mai;Phường Yên Sở;3;1;5;3;38 m²;10 m;3 m;65,79
79125;Quận Cầu Giấy;Phường Dịch Vọng Hậu;3;1;5;3;50 m²;10 m;4 m;176
79126;Quận Hai Bà Trưng;Phường Bạch Mai;2;1;5;4;42 m²;82 m;5 m;105,95
79127;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;NaN;3;40 m²;10 m;4 m;97,25
79128;Quận Ba Đình;Phường Vĩnh Phúc;3;1;5;3;46 m²;10 m;4 m;90,22
79129;Quận Hoàng Mai;Phường Đại Kim;3;1;5;3;30 m²;6 m;5 m;84,67
79134;Quận Cầu Giấy;Phường Nghĩa Đô;3;4;NaN;3;47 m²;5 m;5 m;74,47
79135;Quận Hoàn Kiếm;Phường Phúc Tân;3;1;3;2;23 m²;8 m;3 m;84,78
79136;Quận Cầu Giấy;Phường Dịch Vọng;2;1;5;4;69 m²;19 m;5 m;94,2
79140;Quận Nam Từ Liêm;Phường Mễ Trì;3;1;4;4;56 m²;9 m;6 m;88,39
79143;Quận Cầu Giấy;Phường Quan Hoa;3;1;5;5;40 m²;8 m;5 m;107,5
79146;Quận Long Biên;Phường Ngọc Lâm;3;4;NaN;4;39 m²;NaN;4 m;61,03
79147;Quận Ba Đình;Phường Cống Vị;3;1;2;2;23 m²;4 m;6 m;95,65
79152;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;1;NaN;4;44 m²;11 m;4 m;72,73
79153;Quận Long Biên;Phường Ngọc Lâm;3;1;3;4;75 m²;NaN;5 m;88
79154;Quận Đống Đa;Phường Quốc Tử Giám;2;1;2;2;60 m²;NaN;6 m;243,33
79155;Quận Đống Đa;Phường Láng Hạ;3;1;5;4;50 m²;12 m;4 m;128
79157;Quận Hà Đông;Phường Dương Nội;2;1;NaN;3;45 m²;12 m;4 m;60
79158;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;5;4;60 m²;NaN;6 m;233,33
79160;Quận Đống Đa;Phường Láng Hạ;3;1;5;5;50 m²;12 m;4 m;128
79161;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;3;38 m²;9 m;4 m;86,84
79164;Quận Thanh Xuân;Phường Nhân Chính;2;1;5;4;40 m²;10 m;4 m;92,5
79165;Quận Đống Đa;Phường Láng Hạ;3;1;5;5;50 m²;12 m;4 m;128
79166;Huyện Gia Lâm;Xã Phù Đổng;3;1;2;2;155 m²;15 m;10 m;22,58
79167;Quận Đống Đa;Phường Trung Liệt;2;1;5;10;100 m²;13 m;8 m;340
79170;Quận Hoàng Mai;Phường Vĩnh Hưng;3;1;5;2;48 m²;10.2 m;4.7 m;43,75
79171;Quận Thanh Xuân;Phường Thanh Xuân Trung;3;1;5;5;50 m²;12 m;4 m;112
79173;Quận Hoàng Mai;Phường Hoàng Liệt;2;1;2;4;148 m²;NaN;10 m;64,19
79175;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;4;NaN;4;35 m²;10 m;3 m;72,86
79176;Quận Long Biên;Phường Ngọc Lâm;2;4;NaN;6;110 m²;22 m;5 m;198,18
79183;Quận Hoàn Kiếm;Phường Cửa Đông;3;1;NaN;2;20 m²;8 m;25 m;120
79189;Huyện Thanh Trì;Xã Thanh Liệt;3;4;NaN;4;40 m²;10 m;4 m;70
79191;Quận Nam Từ Liêm;Phường Đại Mỗ;2;1;5;3;20 m²;4 m;4 m;145
79192;Quận Thanh Xuân;Phường Hạ Đình;2;1;9;4;73 m²;12 m;6 m;271,04
79194;Quận Hai Bà Trưng;Phường Thanh Lương;3;4;NaN;3;30 m²;8 m;3 m;80
79196;Quận Hai Bà Trưng;Phường Vĩnh Tuy;2;1;1;2;30 m²;3 m;3 m;73,33
79197;Quận Đống Đa;Phường Khương Thượng;2;4;NaN;3;22 m²;6 m;4 m;145,45
79198;Quận Long Biên;Phường Ngọc Thụy;2;1;4;4;50 m²;11 m;4 m;64
79200;Quận Tây Hồ;Phường Phú Thượng;3;1;4;3;51 m²;8 m;6 m;76,47
79201;Quận Hà Đông;Phường Dương Nội;2;1;NaN;1;30 m²;10 m;3 m;73,33
79203;Quận Tây Hồ;Phường Bưởi;3;1;4;4;33 m²;NaN;3 m;95,45
79204;Quận Hoàng Mai;Phường Thanh Trì;3;4;NaN;3;57 m²;12 m;3 m;46,49
79207;Quận Nam Từ Liêm;Phường Mỹ Đình 2;2;1;4;4;67 m²;12 m;5 m;101,49
79208;Quận Cầu Giấy;Phường Trung Hoà;2;1;5;5;65 m²;13 m;5 m;161,54
79210;Quận Cầu Giấy;Phường Dịch Vọng;3;4;NaN;5;71 m²;18 m;4 m;83,8
79212;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;3;32 m²;NaN;4 m;98,44
79213;Quận Nam Từ Liêm;Phường Mỹ Đình 1;2;4;NaN;1;80 m²;20 m;4 m;96,25
79215;Quận Hoàng Mai;Phường Thanh Trì;3;1;NaN;6;38 m²;9 m;4 m;77,63
79217;Quận Tây Hồ;Phường Xuân La;2;4;NaN;4;56 m²;22 m;4 m;98,21
79219;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;4;3;32 m²;NaN;4 m;57,81
79220;Quận Nam Từ Liêm;Phường Mỹ Đình 1;3;1;5;4;50 m²;11 m;4 m;132
79224;Quận Long Biên;Phường Bồ Đề;3;1;3;4;76 m²;15 m;5 m;72,37
79226;Quận Đống Đa;Phường Trung Liệt;3;1;5;3;41 m²;9 m;4 m;182,93
79227;Quận Đống Đa;Phường Hàng Bột;3;4;NaN;4;57 m²;7 m;8 m;149,12
79230;Quận Hai Bà Trưng;Phường Bạch Mai;3;4;NaN;3;45 m²;11 m;4 m;97,78
79231;Quận Hoàng Mai;Phường Mai Động;3;1;4;4;50 m²;NaN;5 m;67
79232;Quận Hà Đông;Phường Yết Kiêu;2;1;5;5;40 m²;12 m;4 m;105
79234;Quận Thanh Xuân;Phường Khương Mai;3;1;3;3;48 m²;NaN;3.6 m;60,42
79239;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;4;NaN;5;50 m²;NaN;5 m;48
79241;Quận Hoàng Mai;Phường Giáp Bát;3;1;4;3;61 m²;7 m;4 m;65,57
79243;Quận Nam Từ Liêm;Phường Mỹ Đình 2;2;1;1;1;45 m²;12 m;5 m;200
79244;Quận Cầu Giấy;Phường Dịch Vọng;3;1;5;3;50 m²;12 m;5 m;130
79245;Quận Thanh Xuân;Phường Khương Mai;2;4;NaN;3;44 m²;10 m;4 m;340,91
79246;Quận Bắc Từ Liêm;Phường Xuân Đỉnh;3;1;4;3;36 m²;9 m;3 m;75
79248;Quận Bắc Từ Liêm;Phường Xuân Đỉnh;4;1;6;7;71 m²;14 m;4 m;90,14
79249;Quận Đống Đa;Phường Văn Chương;3;1;5;3;33 m²;7 m;4 m;130,3
79250;Huyện Hoài Đức;Xã Đông La;3;1;4;4;35 m²;10 m;3 m;31,43
79251;Quận Đống Đa;Phường Quốc Tử Giám;3;4;NaN;2;25 m²;9 m;3 m;106
79253;Quận Đống Đa;Phường Láng Thượng;2;1;6;8;55 m²;NaN;5 m;231,82
79255;Quận Đống Đa;Phường Nam Đồng;3;1;5;3;36 m²;7 m;6 m;110,56
79256;Quận Hà Đông;Phường Văn Quán;4;4;NaN;6;60 m²;15 m;4 m;108,33
79258;Quận Hà Đông;Phường Dương Nội;2;4;NaN;4;45 m²;NaN;4 m;58,89
79259;Quận Nam Từ Liêm;Phường Đại Mỗ;3;4;NaN;4;33 m²;4 m;7 m;54,55
