;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2
70127;10;8;3;1;2;1;0;1;3;14;5;3,8;64,29
70128;10;5;3;1;4;1;0;3;2;32;4;7;71,25
70135;8;3;2;1;5;2;1;6;5;55;41,39;2,77;138,18
70137;10;16;3;4;4;1;0;6;2;63;9;53;33,33
70139;1;2;2;4;5;2;1;4;5;110;22;5;240,91
70140;5;3;3;1;5;2;1;6;3;53;14;3,9;84,91
70142;6;6;2;1;3;1;1;3;4;47;9;3,5;287,23
70143;6;17;3;1;4;1;0;2;4;22;9,09;3,4;82,73
70145;9;11;3;1;4;1;0;4;3;50;12;3,97;58
70146;9;11;2;1;1;1;0;2;1;42;12;2,39;214,29
70149;3;6;3;1;5;2;0;4;3;50;19,01;3,82;86
70150;7;15;3;1;6;2;0;4;5;20;10,64;3,53;87,5
70151;10;15;3;1;5;2;0;3;4;35;14,32;3,62;57,14
70154;12;4;3;1;4;1;1;4;3;60;7;8;65,83
70157;6;1;2;1;4;1;1;4;4;62;15;2,89;217,74
70158;1;6;2;1;5;2;0;5;4;50;10;3,44;216
70163;8;11;3;1;5;1;0;6;3;36;6;6;86,11
70166;5;8;3;1;4;1;0;3;4;41;10;3,81;91,46
70167;6;10;3;1;3;1;0;2;3;40;30,53;3,2;70
70170;8;10;3;4;2;1;0;3;3;30;6,7;3,61;68,33
70174;10;16;3;1;3;1;0;3;3;33;10;3,68;35,76
70177;12;4;3;1;4;1;1;4;3;50;8,2;6,2;83
70178;4;4;3;1;5;2;0;4;4;55;10,58;5,2;118,18
70180;9;6;3;4;3;1;1;4;3;62;40,27;3,56;83,87
70182;5;3;3;1;5;2;0;4;4;61;12;5;74,59
70188;3;1;3;4;1;1;0;3;1;28;7;3,81;96,43
70189;12;5;3;4;5;2;1;6;4;68;12;5;97,06
70191;10;16;3;1;4;1;0;10;4;30;8;3,84;43,33
70193;10;16;3;1;4;1;0;4;3;36;10;2,87;36,94
70195;7;3;3;1;5;1;0;3;4;32;8;2,29;103,13
70197;1;6;1;1;5;2;1;5;3;55;8,1;6,8;158,18
70201;1;13;3;4;4;1;0;4;2;45;15,48;3,49;75,56
70204;8;9;3;1;1;1;0;3;1;37;16,28;3,89;62,16
70206;6;6;2;1;6;1;1;5;6;55;10;3,85;236,36
70209;6;10;3;1;5;2;0;7;5;70;8;8;71,43
70210;10;7;3;1;5;1;0;3;3;34;10;3,2;76,47
70211;4;6;2;4;3;1;0;4;2;50;13;3,81;87
70216;9;2;3;1;5;1;0;6;4;45;10,5;3,87;106,67
70217;5;7;2;1;7;2;1;8;6;50;10;3,55;260
70218;9;8;3;4;1;1;0;3;1;33;9,4;3,5;86,36
70219;9;4;3;1;5;1;0;3;4;40;12;3,9;95
70221;7;8;2;1;1;1;0;3;1;44;4;10;72,73
70223;8;5;1;1;5;2;1;5;3;65;10;3,78;65,85
70224;1;1;3;1;4;1;0;3;2;26;12,27;2,57;98,08
70226;6;1;3;1;5;2;1;4;4;47;11;2,77;174,47
70229;3;1;3;4;2;1;0;3;2;28;7;2,84;94,64
70230;12;6;3;4;6;2;0;4;5;33;10,65;3,64;92,42
70231;6;17;2;1;3;1;1;4;3;30;11,73;3,67;98,33
70232;12;3;3;4;5;1;0;4;5;33;11;3,96;110,61
70238;7;8;3;1;5;2;0;4;5;45;38,84;3,47;97,78
70239;1;11;3;1;5;1;0;4;3;38;9,5;2,86;106,58
70249;9;4;2;1;6;1;1;4;5;40;6,67;6;140
70252;6;8;3;1;6;2;0;5;4;30;9;32;140
70253;7;3;3;4;2;1;0;2;4;26;14,24;2,51;125
70255;8;11;2;1;5;1;0;3;4;64;40,31;3,75;109,38
70256;5;7;3;1;4;1;0;4;3;40;10;3,04;100
70258;4;8;3;4;3;1;0;4;2;36;13,48;3,82;93,06
70259;9;4;3;1;4;1;0;4;4;44;31,25;3,11;125
70261;10;5;3;4;2;1;0;3;4;37;10;2,24;62,16
70263;10;12;3;1;5;2;0;4;5;34;9;2,95;85,29
70264;3;3;3;1;5;1;1;4;3;50;11;3,33;110
70271;9;5;2;1;5;1;1;5;5;50;29,06;3,23;144
70272;9;6;2;1;6;2;0;10;6;100;16;6;130
70274;5;2;2;1;8;1;0;5;7;45;11;3,94;157,78
70276;8;6;3;4;3;1;1;4;4;50;31,1;2,74;63
70280;9;3;3;1;6;2;0;4;4;42;10;3,73;83,33
70287;10;16;3;1;4;1;0;4;4;42;11;3,9;38,1
70302;8;9;2;1;6;1;0;5;5;88;14,67;6;111,36
70307;8;2;4;4;5;2;0;4;4;96;19;5;125
70308;6;4;3;4;2;1;0;3;4;29;6;2,38;82,76
70320;12;4;3;1;5;1;0;4;3;35;9;2,38;88,57
70321;6;8;2;1;2;1;0;3;2;24;23,66;2,88;162,5
70322;8;10;3;1;4;1;0;4;2;32;9;2,81;78,13
70325;9;2;2;1;5;2;0;6;5;58;44,98;2,58;67,24
70329;10;15;2;1;4;1;0;6;4;67;13;5;95,52
70330;9;5;3;1;5;2;1;6;4;61;14,5;3,96;70,49
70332;9;6;2;1;6;1;1;5;4;60;12;5;183,33
70334;9;9;3;1;5;1;0;3;3;32;11;3,41;78,13
70335;6;19;3;1;5;2;0;4;5;40;6,67;6;92,5
70340;4;1;2;4;4;1;1;5;3;110;24;3,94;96,36
70345;7;3;2;1;4;1;0;4;3;40;10,5;3,32;135
70347;6;12;2;1;6;2;0;6;5;35;6;6;171,43
70348;11;6;3;1;4;1;0;5;4;36;12,05;3,65;69,44
70349;10;7;2;4;1;1;0;3;1;45;7,5;6;106,67
70350;6;19;3;1;5;2;0;3;3;40;6,67;6;95
70352;3;7;3;1;5;2;0;6;4;45;10;3,62;99,56
70353;6;13;3;1;2;1;0;3;3;30;10,39;3,81;118,33
70354;5;8;3;4;1;1;0;3;1;42;9;3,7;183,33
70356;5;8;2;4;1;1;0;3;1;40;5;8;92,5
70358;5;8;3;4;1;1;0;3;1;42;9;2,69;183,33
70359;4;1;2;4;5;2;1;5;4;68;13,6;5;92,65
70360;9;1;2;4;1;1;0;3;1;30;19,98;3,22;155
70363;7;16;3;1;4;1;1;4;2;48;35,28;3,41;71,88
70366;10;13;2;1;3;1;0;4;4;132;22;6;94,7
70369;7;3;3;4;5;1;1;4;5;50;14;2,87;60
70372;8;3;3;4;1;1;0;3;1;33;20,61;3,07;78,79
70374;7;8;2;1;1;1;1;2;1;120;30;3,8;98,33
70376;6;17;3;4;6;1;0;5;6;55;9;6;114,55
70378;12;4;3;1;1;1;1;1;1;48;12;3,15;108,33
70379;8;14;3;1;3;1;1;6;4;86;14,33;6;34,88
70380;10;5;3;1;2;1;0;3;3;36;11;32;63,89
70383;6;12;3;1;3;1;0;3;2;28;7;3,54;83,93
70384;9;4;3;1;6;2;1;8;4;51;17,02;3,17;154,9
70388;8;1;3;1;4;1;0;3;3;30;10;31;70
70390;9;4;3;4;5;2;0;4;4;50;10;3,42;124
70397;9;4;3;4;3;1;0;4;2;40;8;3,41;140
70399;6;9;2;1;8;1;1;8;7;88;17,6;5;340,91
70401;4;1;3;4;5;1;0;4;4;51;12;2,48;117,65
70402;7;6;3;4;3;1;0;4;3;35;9;2,8;100
70403;9;3;3;1;4;1;0;2;3;25;8;32;64
70405;10;6;4;1;4;1;0;4;4;48;31,53;3,85;112,5
70406;1;1;3;1;5;1;0;3;5;17;5;3,34;111,76
70407;11;1;2;4;2;1;1;3;4;32;6,4;2,4;89,06
70408;9;8;2;1;5;2;1;3;3;29;7;3,63;84,48
70409;6;19;3;1;6;1;0;3;5;30;5;6;103,33
70410;10;15;3;1;5;1;1;4;5;65;11;6;56,92
70413;8;8;2;1;5;1;0;5;5;42;16;3,55;148,81
70414;1;4;3;4;3;1;1;4;2;56;6,22;9;66,07
70417;6;10;3;1;5;2;1;5;4;55;23,78;2,7;200
70422;7;8;3;1;5;1;0;3;3;33;11,52;3,87;87,88
70425;7;6;2;1;5;1;0;4;5;50;10;3,89;160
70428;7;14;3;1;4;1;1;4;2;88;14,19;6,2;180,68
70433;6;12;3;1;5;1;0;4;5;35;9;2,75;91,43
70434;10;5;4;1;5;1;0;4;3;70;10;7;100
70438;1;9;2;1;3;1;1;3;4;40;10;3,91;166,25
70448;8;7;3;1;6;2;0;4;4;40;10;38;63,75
70450;8;6;3;4;4;1;0;4;2;36;15,21;3,56;68,06
70454;7;6;3;1;5;1;0;3;5;45;9;3,93;100
70456;7;6;3;4;6;2;0;4;6;32;8;3,79;89,06
70458;8;3;2;1;3;1;1;3;2;66;11;6;103,03
70460;6;17;2;1;6;1;1;3;6;52;12;3,03;250
70461;10;4;2;1;5;2;0;3;5;31;10;3,26;83,87
70469;7;3;3;4;2;1;0;2;4;20;8,16;3,79;100
70470;3;7;3;1;4;1;0;3;3;50;28,06;3,9;130
70471;1;3;3;1;5;1;0;5;5;55;9,17;6;78,18
70478;11;6;3;4;5;1;0;4;5;36;12;3,14;66,67
70480;1;1;3;1;2;1;1;1;4;48;12;3,84;112,5
70485;1;1;3;4;2;1;0;2;4;48;4;12;112,5
70487;6;14;3;1;5;2;0;3;4;28;4,67;6;96,43
70490;12;9;3;1;5;1;0;8;3;50;12,5;2,86;72
70491;9;10;2;1;3;1;1;1;2;94;15;6;35,11
70493;9;5;2;1;6;2;1;5;6;32;11,59;3,31;109,38
70497;24;2;2;1;1;1;0;2;1;60;15;3,79;23,33
70499;5;8;3;1;5;2;0;7;4;42;15,97;3,31;88,1
70507;9;9;1;1;3;1;2;6;2;205;20;16;146,34
70508;8;7;2;1;5;2;1;4;5;45;24,75;3,19;66,67
70510;12;4;3;1;5;2;0;3;3;35;11,67;3,84;91,43
70511;9;5;3;1;4;1;0;4;2;40;9;3,66;72
70514;6;17;3;4;6;2;1;8;4;95;13,57;7;215,79
70518;3;1;1;1;5;1;1;4;5;110;11;10;71,82
70523;12;4;2;1;4;1;1;4;2;55;16,18;2,27;118,18
70524;2;6;3;4;2;1;0;2;4;40;4;10;32,45
70525;6;17;3;1;4;1;0;2;3;30;17,21;2,53;131,67
70528;7;8;3;4;4;1;0;5;4;36;7;3,11;69,17
70533;7;2;3;1;4;1;0;3;2;57;5,7;10;82,46
70534;18;4;3;4;1;1;0;2;1;89;12,71;7;15,73
70535;7;17;3;4;2;1;0;2;3;35;21,91;3,84;74,29
70536;5;8;3;1;5;1;0;4;3;38;11;3,34;102,63
70539;12;4;3;1;5;1;0;4;5;34;9;2,89;94,12
70540;9;3;3;1;5;2;0;5;4;35;11;33;97,14
70541;6;8;3;4;3;1;0;4;2;30;28,69;3,91;120
70546;19;1;1;1;6;2;1;6;4;221;18,42;12;30
70547;4;4;3;1;6;1;0;4;5;56;11,2;5;116,07
70554;5;3;3;4;3;1;1;4;2;74;29,13;3,1;47,3
70555;12;2;4;2;4;1;0;6;3;80;16;5;137,5
70557;4;8;3;1;4;1;0;4;4;43;14,82;3,52;67,44
70559;6;9;3;4;1;1;0;3;1;60;12;5;66,67
70566;6;9;3;4;4;1;0;4;4;60;15;5;66,67
70567;19;1;1;1;5;1;1;4;4;225;18;12;44,44
70568;6;9;3;4;6;2;0;4;4;60;12;5;66,67
70570;2;1;3;4;1;1;0;1;1;16;6;2,61;156,25
70571;9;8;2;1;6;2;1;6;6;49;12;3,76;167,35
70578;6;9;3;4;4;1;1;4;3;58;12;5;68,97
70580;3;5;2;1;4;1;0;4;2;35;17,07;3,24;217,14
70581;6;7;3;4;5;2;0;7;5;40;22,73;3,14;87,5
70583;10;13;3;1;1;1;0;3;1;25;8;3,13;72
70584;6;2;2;1;4;1;0;3;4;35;16,01;3,82;91,43
70585;5;2;3;1;4;1;0;4;3;40;8;3,56;75
70586;4;1;3;1;1;1;0;1;1;69;18;3,63;98,55
70589;12;4;3;1;5;2;0;4;4;36;9;2,65;88,89
70592;12;4;3;4;6;1;0;5;4;40;13,33;3,76;81,25
70594;16;2;4;1;2;1;0;1;3;40;11;35;23
70595;7;11;3;1;5;1;0;5;5;45;6;7;177,78
70597;6;8;3;4;6;2;1;4;5;50;11;5;80
70600;6;9;3;4;6;1;1;4;4;50;10;3,42;80
70601;6;10;3;4;3;1;0;4;2;52;10;2,59;76,92
70602;6;10;3;4;4;1;1;4;3;51;10;3,27;78,43
70605;6;9;3;4;3;1;0;4;4;50;10;3,71;80
70607;10;15;3;1;4;1;0;3;3;33;9;3,25;80,3
70609;10;13;3;1;1;1;0;3;1;45;11;3,9;40
70611;9;3;3;1;4;1;0;4;4;55;11;5;50,91
70615;6;10;3;4;4;1;0;4;3;55;11;5;72,73
70616;12;9;3;1;3;1;0;2;3;37;7,4;3,72;95,95
70618;10;2;3;4;1;1;0;2;1;30;28,87;3,96;58,33
70621;9;5;3;4;6;1;0;5;4;50;34,65;3,41;90
70622;4;8;2;1;2;1;0;1;2;64;18,5;3,81;39,06
70624;1;10;3;1;4;1;0;4;4;25;21,36;2,59;228
70638;10;10;3;1;4;1;0;5;4;35;10;3,9;62,86
70640;17;10;2;1;3;1;1;3;2;120;24;5;24,58
70641;11;6;3;1;5;1;0;4;4;40;11;3,76;60
70642;5;7;2;1;5;1;0;5;3;76;12;6;328,95
70644;10;15;3;1;2;1;0;3;2;25;7;2,84;76
70648;12;4;3;1;5;2;0;3;4;35;8;3,67;98,57
70651;7;18;3;1;3;1;0;2;3;20;7,87;3,6;85
70654;1;6;3;1;3;1;0;4;3;42;34,8;3,82;100
70656;8;5;3;4;6;1;1;4;6;46;11;2,73;121,74
70658;12;4;3;4;3;1;0;5;4;40;13,33;3,62;81,25
70659;12;4;3;1;5;2;0;4;4;34;9;3,63;101,47
70661;7;17;3;4;2;1;0;3;3;35;7;3,74;92,86
70664;2;6;2;1;2;1;0;1;3;42;29,91;2,25;214,29
70666;4;8;3;1;3;1;1;5;3;55;28,91;3,63;84,55
70668;1;5;3;1;4;1;0;3;4;26;8,86;3,43;115,38
70670;5;1;3;1;4;1;0;6;4;60;12;5;166,67
70675;8;12;1;4;6;2;1;5;4;127;18;7;102,36
70678;5;1;3;1;5;1;0;6;5;44;10;3,54;81,82
70680;8;14;3;4;1;1;0;3;1;50;7;7;70
70682;4;7;2;1;3;1;0;4;3;172;17,2;10;69,19
70683;7;6;3;4;4;1;0;4;3;39;7;2,95;97,44
70684;8;5;2;1;5;2;0;5;5;30;9;33;120
70686;9;6;1;1;5;1;1;4;3;80;20;2,44;90
70687;9;3;2;1;4;1;1;3;3;40;8,7;3,19;140
70689;1;13;2;1;5;1;1;5;5;46;15;34;163,04
70693;9;10;1;1;5;1;2;6;3;196;21;9;127,55
70695;8;3;3;4;3;1;0;4;4;48;12;3,79;72,92
70697;10;2;2;1;4;1;0;4;2;202;20;9;49,5
70705;19;6;3;1;3;1;0;3;2;31;8;3,67;41,94
70708;8;10;2;1;5;2;0;3;3;35;8;3,17;75,71
70710;8;1;3;1;1;1;1;1;1;48;3;2,3;57,29
70711;5;8;3;1;5;1;0;5;5;40;4;10;102,5
70714;10;15;3;1;3;1;0;2;4;32;9;3,54;81,25
70715;9;5;2;4;5;1;1;6;3;50;10;3,89;128
70716;5;6;2;1;2;1;1;3;3;35;10;35;77,14
70720;6;8;2;1;5;1;1;3;5;19;7,68;3,8;205,26
70721;10;6;2;4;6;1;0;4;6;56;41,13;3,84;86,79
70722;9;1;3;1;5;1;0;4;3;40;12;3,65;130
70723;9;2;3;1;4;1;1;4;4;50;22,81;3,89;66,9
70725;10;5;4;1;3;1;0;3;4;50;12;3,87;104
70726;8;2;3;3;1;1;0;2;1;28;9;3,04;44,64
70727;28;11;3;1;5;2;0;3;4;30;10;3,81;81,67
70728;1;7;3;1;5;1;1;6;3;47;7;3,66;138,3
70729;8;1;1;1;4;1;2;4;4;160;16;9;125
70737;3;6;3;1;4;1;0;4;4;45;26,04;3,57;95,56
70740;11;12;2;4;6;2;0;10;6;95;23;3,89;113,68
70742;7;2;3;1;5;2;0;4;3;54;19,06;3,55;64,81
70744;7;2;3;1;3;1;0;4;2;38;15,73;2,97;101,32
70748;5;7;3;4;3;1;0;4;3;40;17,34;3,84;100
70750;7;10;3;1;5;1;0;3;4;32;10;3,32;106,25
70751;10;16;2;1;1;1;0;3;1;32;8;3,14;41,56
70753;28;6;2;1;5;1;1;4;4;33;11;32;77,27
70755;7;6;3;4;4;1;0;6;4;45;36,53;3,32;88,89
70762;3;6;3;1;5;2;0;3;3;31;8;3,87;100
70763;12;8;3;1;5;1;0;4;3;40;7,14;5,6;66,25
70773;5;3;3;1;5;1;0;5;3;60;12;5;105
70775;9;5;2;1;5;2;1;5;3;60;8,57;7;126,67
70778;7;6;3;1;5;1;0;3;4;30;7;3,51;73,33
70781;8;2;2;1;5;2;0;2;4;30;18,82;2,67;63,33
70783;28;4;3;4;2;1;0;3;3;32;5;6;61,88
70784;9;9;3;1;4;1;0;3;2;44;11;3,17;68,18
70786;12;4;3;1;5;1;0;5;3;39;13;3,98;93,59
70789;6;13;3;1;1;1;0;3;1;25;11,18;3,91;142
70791;6;15;3;1;4;1;1;4;3;52;11;3,19;76,92
70794;12;10;3;1;4;1;0;4;3;30;8,57;2,6;86,67
70796;9;5;3;1;6;1;0;3;5;31;10;3,74;112,9
70798;10;2;3;1;3;1;1;3;2;78;15,6;5;31,41
70799;8;8;3;4;3;1;0;4;2;44;12;3,17;81,82
70804;6;7;3;4;6;2;0;4;4;39;8;3,76;11,54
70806;8;9;3;1;5;1;0;3;3;35;12,42;3,76;80
70810;5;6;3;4;1;1;0;2;1;30;13,27;3,83;73,33
70817;4;8;3;1;3;1;1;2;3;57;20,35;3;61,4
70819;5;2;3;1;3;1;1;5;3;50;8,33;6;82
70820;1;1;3;1;5;1;0;5;3;39;10;3,55;120,51
70822;1;3;3;1;4;1;1;4;2;54;49,66;2,41;87,04
70827;9;3;3;1;5;2;0;3;5;31;9;2,77;82,26
70830;1;1;3;1;5;2;0;6;5;40;31,39;2,83;125
70832;12;4;2;1;5;2;1;4;5;35;9;3,63;97,14
70835;7;19;3;4;6;1;0;5;4;33;11;3,68;69,7
70839;28;11;2;1;2;1;0;2;4;50;5;10;82
70844;10;7;3;4;5;2;0;6;4;45;35,7;3,1;77,78
70845;19;1;4;2;4;1;0;4;3;72;12;6;58,33
70846;5;7;3;4;5;1;0;5;5;40;22,75;3,89;101,25
70851;5;8;3;4;4;1;0;4;3;40;26,7;3,35;110
70852;7;3;2;1;5;1;0;4;3;36;13,49;3,54;94,44
70853;9;3;2;1;1;1;1;2;1;30;10;3,86;63,33
70855;9;11;3;1;6;1;0;6;5;33;5;7;90,91
70856;12;6;3;1;5;1;0;3;3;35;9;3,83;75,71
70857;4;4;2;1;5;2;1;4;4;86;15,64;5,5;75,58
70859;28;14;2;1;4;1;0;4;3;33;10;3,69;102,42
70863;10;15;3;1;4;1;0;3;2;37;13,36;3,62;70,27
70864;3;6;3;4;1;1;0;3;1;60;10,91;5,5;55
70865;6;9;2;1;4;1;0;4;2;61;47,48;3,54;245,9
70866;4;1;2;4;4;1;0;6;4;100;16,67;6;175
70868;8;2;3;4;3;1;0;5;3;50;38,33;3,74;110
70869;9;3;3;1;4;1;0;3;2;35;25,17;2,38;80
70874;10;2;4;4;4;1;1;7;2;144;24;6;53,47
70877;7;3;3;1;3;1;0;3;4;28;11,21;3,29;64,29
70884;9;2;3;1;5;1;0;3;5;41;15,65;3,54;126,83
70885;6;3;3;1;2;1;0;3;3;25;24,84;3,92;70
70886;5;1;4;4;3;1;0;4;3;32;10;3,97;115,31
70887;3;7;1;1;4;1;2;4;2;84;11;7;154,76
70893;9;3;3;4;1;1;0;2;1;25;10,58;3,76;66
70894;1;6;3;1;4;1;1;4;2;70;18;3,6;107,14
70900;7;3;3;1;5;1;0;4;3;30;18,36;3,54;80
70902;7;19;3;1;4;1;0;3;3;20;5;3,54;100
70904;6;10;3;1;4;1;0;2;4;24;9,16;3,51;145,83
70906;28;9;2;1;4;1;1;4;3;33;9,8;3,67;77,27
70908;9;5;4;1;5;2;0;4;5;36;10;2,8;94,44
70909;10;16;3;1;5;2;0;3;3;32;3,2;10;47,5
70911;7;17;3;1;5;1;0;3;5;33;12,6;3,45;81,82
70920;7;8;3;4;5;1;0;4;5;40;10;3,7;73,75
70921;1;5;3;1;6;2;0;3;4;35;30,52;3,54;152,71
70923;4;8;3;1;3;1;0;4;3;50;11;5;110
70926;8;2;3;1;5;1;0;5;3;35;9;3,07;75,71
70928;11;2;3;1;1;1;0;3;1;30;10;3,35;90
70931;9;2;2;4;1;1;1;3;1;67;12;5;49,25
70934;5;7;3;1;5;1;0;4;3;40;10;2,69;98,25
70935;5;7;3;1;6;1;0;5;4;40;10;3,3;98,75
70936;4;2;3;1;2;1;0;3;4;32;10;3,29;65
70938;9;6;1;4;4;1;2;5;4;80;13,33;6;227,5
70941;9;5;3;1;4;1;1;5;3;48;22,13;3,63;87,5
70942;6;7;2;4;5;1;1;4;5;71;30,1;3,47;120,5
70947;6;2;3;1;5;1;0;4;3;32;8;2,24;100
70948;8;8;1;1;3;1;2;6;4;48;10;3,96;135,42
70949;1;2;2;1;7;1;1;6;6;45;26,35;2,27;411,11
70951;4;11;3;1;4;1;0;4;2;52;37,83;3,62;91,35
70953;1;3;2;1;5;1;0;10;3;70;14;5;271,43
70954;4;1;2;1;5;1;1;4;5;60;12;5;141,67
70955;6;6;3;1;4;1;0;4;3;31;13,33;3,66;98,39
70956;10;13;3;1;1;1;0;3;1;43;11;3,25;41,86
70957;8;8;3;1;5;2;0;4;5;34;13,87;3,03;82,35
70958;11;7;3;1;7;1;1;10;6;79;17;3,84;74,68
70959;9;1;2;1;5;1;0;6;3;65;63,63;3,56;46,15
70961;3;1;2;4;4;1;1;5;2;65;8;7;246,15
70962;5;6;3;1;7;2;1;10;7;62;10;6;130,48
70964;4;8;3;1;4;1;0;3;3;30;22,93;3,76;66
70965;8;9;3;1;2;1;0;3;4;40;24,3;3,45;87,5
70966;8;2;3;1;1;1;1;3;1;62;22,28;3,81;46,77
70967;9;5;3;4;2;1;0;3;4;47;9,5;3,56;63,83
70968;8;9;2;4;6;2;1;4;5;30;15,88;3,75;103,33
70969;6;6;2;1;5;2;0;2;5;40;11;2,45;262,5
70972;10;7;3;1;5;1;0;5;4;60;12;5;63,33
70974;12;6;2;4;1;1;0;3;1;57;10;6;69,3
70976;3;7;3;1;4;1;0;4;2;50;5,56;9;73,6
70977;6;2;3;1;5;2;0;4;3;40;16;3,47;80
70980;5;2;3;1;5;2;0;4;3;40;10;2,87;95
70981;9;1;4;1;2;1;0;2;2;32;32;3,81;109,38
70982;6;15;2;4;5;2;1;4;5;62;20,75;3,05;75,81
70983;4;7;3;1;6;2;0;4;4;37;10;37;100
70984;8;3;2;1;5;1;0;3;3;42;15;3,95;80,95
70985;8;2;2;1;4;1;0;2;2;33;7;2,47;78,79
70987;10;13;3;1;4;1;1;3;4;55;19,63;2,79;90,91
70990;7;19;2;1;4;1;0;4;2;55;18,62;2,78;123,64
70992;5;6;3;1;4;1;0;4;4;40;10;3,07;67,5
70993;9;5;3;1;3;1;0;3;3;50;10;3,42;62
70995;9;3;3;1;6;1;0;3;4;35;18,92;3,62;100
70998;9;1;2;1;6;1;1;6;5;52;8,52;6,1;190,38
71000;7;3;2;1;4;1;0;4;4;56;11,2;5;89,29
71001;9;3;3;1;5;1;0;3;4;38;23,38;3,13;92,11
71002;5;8;3;3;5;2;0;4;5;50;26,92;3,23;60
71007;9;3;3;1;5;2;0;3;3;30;10,23;3,66;99,67
71010;9;2;3;4;4;1;1;4;2;60;20,7;3,6;73,33
71011;10;6;3;1;5;2;0;4;5;45;24,94;2,93;111,11
71012;10;13;3;1;5;2;1;4;4;48;34,17;3,31;93,75
71015;7;3;3;1;4;1;1;4;4;58;11,6;5;89,66
71016;8;3;3;1;5;2;1;6;5;50;25,74;3,26;74
71017;2;2;3;1;7;2;1;6;5;53;13;3,21;330,19
71023;6;7;3;1;4;1;0;2;4;40;16,03;3,63;167,5
71024;3;4;2;1;7;2;1;10;7;97;16;6;494,85
71025;10;15;2;1;2;1;1;3;2;35;12,56;3,9;75,71
71029;6;6;2;4;2;1;1;3;2;90;18;5;261,11
71030;6;8;2;1;5;2;1;4;4;23;17,09;3,98;173,91
71031;3;4;3;4;2;1;0;3;3;50;10;3,39;136
71032;3;6;2;4;2;1;0;2;2;30;10;33;196,67
71033;10;6;4;1;5;1;1;5;5;83;17;5;75,9
71034;8;2;3;1;5;1;0;3;5;40;10;3,41;71,25
71035;4;6;3;1;3;1;0;3;2;56;11;5;62,5
71038;9;3;3;1;5;1;0;3;5;30;7;2,83;99,67
71042;5;8;3;1;4;1;0;4;2;37;13,71;3,75;108,11
71045;3;3;3;1;6;2;1;5;5;60;12;5;90
71046;8;9;3;1;5;1;0;3;3;40;31,26;3,82;70
71047;5;4;3;1;4;1;0;4;4;34;12,9;2,7;87,65
71048;4;11;3;1;1;1;0;3;1;32;8;3,52;78,13
71049;5;5;2;1;1;1;1;1;1;16;3;6;281,25
71051;9;1;3;1;4;1;0;6;4;59;9,83;6;55,93
71054;9;4;3;4;5;1;0;4;5;65;13;5;104,62
71055;6;7;2;1;1;1;0;3;1;36;33,72;3,7;172,22
71059;1;3;3;4;5;2;0;4;5;28;9;3,8;89,29
71060;7;11;2;1;5;1;0;3;4;33;16,16;3,12;96,97
71061;5;1;3;1;5;1;0;3;4;34;10;2,61;107,35
71063;6;12;2;4;2;1;0;3;4;30;24,33;3,8;126,67
71065;10;13;2;1;4;1;1;6;4;95;2,07;46;89,47
71070;9;8;3;1;5;2;0;5;4;35;11;33;82,29
71071;12;4;3;1;6;1;1;4;4;50;12,5;2,7;116
71075;28;14;3;1;4;1;0;3;3;45;15;3,6;50
71078;5;4;3;1;5;1;0;4;3;40;20,34;3,09;74,5
71079;28;11;2;1;4;1;1;3;3;34;9,71;2,63;64,71
71082;8;11;3;1;4;1;0;4;3;31;11,23;3,09;91,94
71087;1;12;2;1;10;2;1;10;9;211;26;8;417,06
71088;1;8;3;1;4;1;1;4;4;46;9;3,12;100
71089;3;7;3;1;4;1;0;4;4;41;10,2;2,62;71,95
71093;6;2;3;1;5;1;0;5;5;22;6,8;3,82;104,55
71095;11;12;3;1;4;1;0;3;3;40;10,53;2,74;67,5
71096;4;14;2;1;5;2;1;10;4;84;16,8;5;95,24
71097;28;11;2;1;5;2;0;5;3;45;13,6;2,88;73,33
71098;10;7;2;1;2;1;0;1;4;45;7,5;6;105,56
71099;2;9;3;3;4;1;0;4;3;30;14,73;3,14;193,33
71100;4;7;2;1;7;1;0;8;5;70;54,84;3,06;271,43
71101;1;7;3;1;4;1;0;4;3;26;7,6;3,63;101,92
71102;6;8;2;1;6;1;1;6;6;159;30;5,4;327,04
71106;1;9;3;1;4;1;0;3;3;32;10;3,97;82,81
71110;7;3;3;4;1;1;0;3;1;38;9;2,74;102,63
71111;5;3;3;1;5;1;0;8;3;45;12;3,32;111,11
71113;4;11;2;1;4;1;0;6;4;41;11;2,94;97,56
71114;19;12;2;1;2;1;0;3;2;30;7,5;3,93;58,33
71116;5;4;3;1;4;1;0;4;2;40;38,95;3,79;74,5
71117;12;4;3;1;1;1;0;1;1;48;9,6;5;55,21
71119;8;6;3;4;2;1;0;3;3;35;12,08;2,95;80
71120;11;12;4;1;2;1;0;3;4;63;12;5;52,38
71125;7;3;3;1;3;1;0;2;4;19;6;3,88;80,53
71133;4;1;2;1;5;2;0;5;4;60;12;5;141,67
71134;12;3;3;1;5;1;0;4;5;33;9;3,48;106,06
71135;6;2;2;4;4;1;0;4;2;45;29,57;3,95;100
71137;3;7;3;4;6;1;1;4;4;72;9,5;7,6;113,89
71145;9;3;2;1;8;2;1;7;6;45;10;3;60
